Building,Door,x,y,Dist to neighbors by path
Precopo,1
Precopo,2
Precopo,3
Precopo,4
Speed,1
Speed,2
Speed,3
BSB,1
BSB,2
BSB,3
Olin,1
Olin,2
Olin,3
Olin,4
Office,1
Office,2
Office,3
Munch,1
Munch,2
Munch,3
Munch,4
Crapo,1
Crapo,2
